Fecha,Hora,Noroeste PM10,Noroeste monóxido de carbono,Noreste PM10,Noreste monóxido de carbono,Centro PM10,Centro monóxido de carbono,Suroeste PM10,Suroeste monóxido de carbono,Sureste PM10,Sureste monóxido de carbono
15/08/2017,18,83,5,106,6,68,5,49,5,64,6
15/08/2017,19,83,4,106,5,70,5,50,5,64,5
15/08/2017,20,80,4,106,5,70,4,50,5,65,5
15/08/2017,21,80,5,106,5,71,4,50,5,65,5
15/08/2017,22,78,5,106,5,70,5,51,5,65,5
15/08/2017,23,78,6,106,6,73,5,51,5,68,5
15/08/2017,24,83,6,106,6,76,5,52,5,70,5
16/08/2017,1,81,6,106,6,77,5,52,5,73,5
16/08/2017,2,81,6,107,5,77,5,52,5,76,5
16/08/2017,3,81,6,106,5,76,5,52,4,74,5
16/08/2017,4,83,5,106,5,74,5,51,4,76,5
16/08/2017,5,83,5,105,5,76,4,50,4,74,5
16/08/2017,6,81,5,105,5,77,3,50,3,73,4
16/08/2017,7,83,5,104,5,78,3,49,3,68,4
16/08/2017,8,81,5,103,7,80,4,48,3,64,4
16/08/2017,9,78,6,103,8,81,4,45,4,58,5
16/08/2017,10,77,7,103,9,51,5,43,5,54,5
16/08/2017,11,78,7,102,10,51,5,41,5,50,6
16/08/2017,12,80,8,101,10,51,6,40,5,48,6
16/08/2017,13,81,9,99,10,48,6,39,5,46,6
16/08/2017,14,81,9,94,9,45,6,36,5,44,6
16/08/2017,15,83,8,91,8,44,5,34,4,43,5
16/08/2017,16,83,6,90,7,43,5,31,4,36,5
16/08/2017,17,81,5,88,5,43,4,29,3,31,5
16/08/2017,18,77,5,83,5,41,4,28,3,31,4
16/08/2017,19,74,5,83,4,40,3,26,3,31,4
16/08/2017,20,76,5,81,4,40,3,26,2,30,3
16/08/2017,21,78,4,80,4,29,3,26,3,30,4
16/08/2017,22,77,4,78,4,29,4,25,3,30,4
16/08/2017,23,74,4,78,5,26,4,25,3,26,4
16/08/2017,24,70,4,78,5,25,4,24,3,26,4
17/08/2017,1,68,4,77,5,24,4,24,3,26,4
17/08/2017,2,64,4,76,5,24,4,24,3,26,4
17/08/2017,3,64,4,76,5,24,4,24,3,26,4
17/08/2017,4,64,4,76,5,24,4,24,3,26,4
17/08/2017,5,61,4,76,5,24,4,25,3,26,4
17/08/2017,6,58,3,74,5,25,3,25,3,28,4
17/08/2017,7,57,4,74,5,24,3,25,3,28,4
17/08/2017,8,55,5,74,5,24,4,26,3,29,5
17/08/2017,9,54,5,73,5,23,5,26,3,29,5
17/08/2017,10,52,6,70,5,21,5,26,3,-99,5
17/08/2017,11,51,7,67,5,20,6,25,4,-99,5
17/08/2017,12,50,8,65,5,20,6,26,4,-99,5
17/08/2017,13,49,9,65,5,21,6,26,5,-99,5
17/08/2017,14,46,9,68,5,23,7,28,5,-99,5
17/08/2017,15,46,8,68,5,26,6,33,5,-99,5
17/08/2017,16,48,7,68,5,28,6,36,5,-99,5
17/08/2017,17,49,6,67,5,28,5,39,5,-99,5
17/08/2017,18,49,5,65,4,28,5,40,5,-99,4
17/08/2017,19,50,5,65,4,28,5,40,5,-99,4
17/08/2017,20,54,5,67,4,29,4,40,5,-99,4
17/08/2017,21,51,5,65,4,29,4,40,5,-99,4
17/08/2017,22,51,5,68,4,29,4,40,5,-99,4
17/08/2017,23,51,5,67,5,29,4,40,5,-99,4
17/08/2017,24,51,5,65,5,29,5,39,5,-99,5
18/08/2017,1,51,5,63,5,29,5,39,5,-99,5
18/08/2017,2,50,4,63,5,28,5,39,5,-99,5
18/08/2017,3,49,4,61,5,36,5,38,5,-99,5
18/08/2017,4,49,4,60,5,36,5,38,5,-99,5
18/08/2017,5,49,4,61,5,35,5,38,5,-99,5
18/08/2017,6,49,3,61,5,34,5,38,5,-99,5
18/08/2017,7,48,4,60,5,34,5,38,5,-99,5
18/08/2017,8,45,5,58,5,35,5,38,5,41,5
18/08/2017,9,45,5,57,5,36,5,36,5,43,6
18/08/2017,10,44,5,55,6,36,6,36,5,44,6
18/08/2017,11,44,6,55,7,38,6,36,5,44,7
18/08/2017,12,44,6,54,7,40,6,36,5,44,7
18/08/2017,13,43,7,52,7,41,7,36,5,44,7
18/08/2017,14,44,7,51,7,44,7,36,5,45,7
18/08/2017,15,45,7,52,7,45,7,34,5,48,7
18/08/2017,16,46,7,54,6,45,6,31,5,51,6
18/08/2017,17,48,6,54,5,46,5,30,5,54,5
18/08/2017,18,49,5,49,5,48,5,31,5,55,5
18/08/2017,19,49,5,48,5,48,5,31,5,52,5
18/08/2017,20,49,5,48,5,48,5,33,5,52,5
18/08/2017,21,48,5,48,5,46,5,33,4,52,5
18/08/2017,22,48,5,49,5,49,5,33,4,51,5
18/08/2017,23,48,5,49,5,49,5,31,4,50,5
18/08/2017,24,48,5,48,5,49,5,31,4,50,5
19/08/2017,1,48,5,48,5,48,5,31,5,49,6
19/08/2017,2,48,6,49,6,49,6,30,5,49,6
19/08/2017,3,46,5,49,6,49,6,31,5,49,7
19/08/2017,4,46,5,49,7,48,6,31,5,50,8
19/08/2017,5,46,5,49,7,49,6,31,5,50,7
19/08/2017,6,46,5,49,8,49,6,30,4,51,7
19/08/2017,7,46,5,50,8,49,5,30,4,51,7
19/08/2017,8,46,5,50,8,49,5,31,4,51,7
19/08/2017,9,46,5,49,8,49,5,31,4,52,7
19/08/2017,10,46,5,48,8,49,5,31,4,55,7
19/08/2017,11,48,5,45,8,49,5,31,4,57,7
19/08/2017,12,48,5,43,8,48,6,31,4,57,7
19/08/2017,13,49,5,40,7,48,6,31,4,55,7
19/08/2017,14,49,5,40,7,45,5,31,4,55,7
19/08/2017,15,49,5,39,5,43,5,30,5,52,6
19/08/2017,16,49,5,39,5,43,5,30,4,52,5
19/08/2017,17,49,5,70,5,41,5,30,4,51,5
19/08/2017,18,49,5,68,4,40,5,30,4,51,5
19/08/2017,19,49,5,65,4,40,4,29,4,49,4
19/08/2017,20,49,5,64,4,40,4,29,3,48,4
19/08/2017,21,49,5,64,4,40,4,28,3,48,4
19/08/2017,22,49,5,64,4,41,4,29,3,48,4
19/08/2017,23,49,4,63,4,43,4,29,3,49,4
19/08/2017,24,49,4,61,4,43,4,29,3,50,4
20/08/2017,1,48,4,61,4,44,4,30,3,50,4
20/08/2017,2,48,4,60,4,44,4,30,3,50,4
20/08/2017,3,48,4,60,4,44,3,30,3,49,4
20/08/2017,4,49,3,58,4,44,3,30,3,49,4
20/08/2017,5,49,3,57,4,45,3,30,3,49,4
20/08/2017,6,48,3,55,3,45,3,30,3,46,4
20/08/2017,7,49,4,54,3,44,3,30,3,45,4
20/08/2017,8,48,4,51,4,44,3,29,3,45,4
20/08/2017,9,48,4,49,4,44,4,29,3,44,5
20/08/2017,10,46,5,46,4,44,4,30,3,40,5
20/08/2017,11,46,5,45,4,43,4,30,3,39,5
20/08/2017,12,45,5,44,5,41,4,30,3,38,5
20/08/2017,13,45,5,43,5,41,4,30,3,40,5
20/08/2017,14,44,5,41,5,41,4,28,3,40,5
20/08/2017,15,43,5,41,5,40,4,29,3,39,5
20/08/2017,16,41,5,40,4,40,4,28,3,38,4
20/08/2017,17,40,5,40,4,40,4,26,3,36,4
20/08/2017,18,40,4,39,4,40,3,25,2,36,3
20/08/2017,19,40,4,40,3,40,3,25,2,38,3
20/08/2017,20,40,4,40,3,40,4,25,2,38,3
20/08/2017,21,40,4,40,3,40,4,25,2,39,3
20/08/2017,22,40,4,40,3,40,3,26,2,39,3
20/08/2017,23,40,3,41,3,40,3,28,2,40,3
20/08/2017,24,40,3,41,3,39,3,28,2,40,4
21/08/2017,1,40,3,41,3,39,3,28,2,40,4
21/08/2017,2,40,3,41,3,39,3,28,2,40,4
21/08/2017,3,40,3,40,4,40,3,28,2,40,4
21/08/2017,4,40,-99,40,-99,40,-99,28,-99,40,-99
21/08/2017,5,40,-99,40,-99,40,-99,29,-99,40,-99
21/08/2017,6,39,-99,39,-99,40,-99,28,-99,40,-99
21/08/2017,7,39,-99,40,-99,39,-99,28,-99,41,-99
21/08/2017,8,38,-99,40,-99,39,-99,28,-99,41,-99
21/08/2017,9,38,-99,39,-99,39,-99,28,-99,43,-99
21/08/2017,10,39,5,40,5,39,4,28,3,44,5
21/08/2017,11,40,5,40,5,40,4,28,3,45,5
21/08/2017,12,40,5,40,5,40,4,28,3,45,5
21/08/2017,13,43,5,39,5,40,4,28,4,44,5
21/08/2017,14,43,6,39,5,39,4,29,4,44,5
21/08/2017,15,41,6,39,5,39,4,29,4,45,5
21/08/2017,16,41,5,40,5,38,4,30,4,46,5
21/08/2017,17,41,5,40,5,38,4,29,4,48,5
21/08/2017,18,43,5,41,5,38,4,30,4,48,4
21/08/2017,19,43,5,38,4,38,4,30,4,48,4
21/08/2017,20,44,5,36,4,39,4,31,3,49,4
21/08/2017,21,43,4,36,4,38,4,30,3,50,4
21/08/2017,22,44,4,36,4,38,4,30,3,51,4
21/08/2017,23,44,4,38,4,38,4,29,3,50,4
21/08/2017,24,45,4,36,3,38,4,29,2,49,4
22/08/2017,1,45,3,35,3,38,4,29,2,49,4
22/08/2017,2,45,3,35,3,39,3,29,2,48,4
22/08/2017,3,44,3,35,3,39,3,29,2,48,4
22/08/2017,4,44,3,35,3,31,2,29,2,48,4
22/08/2017,5,44,2,35,2,30,2,29,2,48,3
22/08/2017,6,45,2,35,2,30,2,29,2,49,4
22/08/2017,7,45,3,35,3,30,2,29,2,49,4
22/08/2017,8,45,3,35,4,30,2,29,2,49,6
22/08/2017,9,46,4,35,5,31,3,28,3,52,8
22/08/2017,10,46,5,38,5,31,4,28,3,52,8
22/08/2017,11,46,5,38,5,30,5,28,3,52,9
22/08/2017,12,46,5,36,5,30,5,28,4,52,8
22/08/2017,13,45,5,36,5,30,5,28,4,51,8
22/08/2017,14,44,6,35,5,29,5,28,4,51,8
22/08/2017,15,45,5,35,5,29,5,28,4,50,7
22/08/2017,16,45,5,35,5,29,5,29,4,50,6
22/08/2017,17,45,5,35,5,30,5,28,4,50,5
22/08/2017,18,45,5,36,5,30,4,28,4,50,5
22/08/2017,19,44,5,36,5,31,4,29,4,51,5
22/08/2017,20,44,4,36,4,31,4,29,4,50,4
22/08/2017,21,45,4,36,4,31,4,29,4,49,4
22/08/2017,22,45,4,36,4,30,4,29,3,48,4
22/08/2017,23,45,4,35,5,29,4,29,3,46,5
22/08/2017,24,46,3,35,5,39,4,29,4,46,5
23/08/2017,1,46,3,36,4,38,4,29,4,48,5
23/08/2017,2,46,3,36,4,36,3,29,4,48,5
23/08/2017,3,46,3,36,4,36,3,29,4,49,5
23/08/2017,4,46,3,36,3,35,3,29,4,49,4
23/08/2017,5,46,3,36,3,34,2,29,4,49,4
23/08/2017,6,46,3,36,3,34,2,29,3,49,4
23/08/2017,7,46,3,38,4,34,3,30,4,48,4
23/08/2017,8,45,4,36,5,35,4,31,4,48,4
23/08/2017,9,44,5,38,6,35,5,31,5,44,5
23/08/2017,10,45,5,36,8,35,6,31,5,44,5
23/08/2017,11,46,5,36,8,35,7,33,5,44,6
23/08/2017,12,46,5,36,9,36,7,33,5,45,6
23/08/2017,13,46,6,36,9,38,8,34,5,46,7
23/08/2017,14,46,6,36,9,38,8,34,5,46,7
23/08/2017,15,46,6,36,8,38,7,35,5,48,7
23/08/2017,16,48,5,38,6,38,6,34,5,48,6
23/08/2017,17,49,5,36,5,38,5,36,5,48,5
23/08/2017,18,48,4,35,5,36,4,36,4,48,5
23/08/2017,19,46,4,35,5,36,4,36,4,46,5
23/08/2017,20,45,3,36,4,35,3,36,4,49,5
23/08/2017,21,46,3,35,4,36,3,36,3,48,5
23/08/2017,22,48,3,36,4,36,3,36,3,48,5
23/08/2017,23,48,3,36,4,36,3,36,3,49,6
23/08/2017,24,48,3,36,4,36,3,36,3,49,6
24/08/2017,1,48,3,35,3,38,3,36,3,50,6
24/08/2017,2,46,2,35,3,38,2,36,3,50,6
24/08/2017,3,46,2,35,2,36,2,35,3,50,5
24/08/2017,4,46,2,35,2,36,2,35,3,50,5
24/08/2017,5,46,2,36,2,36,2,35,2,49,5
24/08/2017,6,46,2,36,2,36,2,34,2,49,5
24/08/2017,7,46,2,36,3,36,2,34,2,51,5
24/08/2017,8,45,2,36,3,36,2,34,2,52,5
24/08/2017,9,45,3,36,4,36,3,34,2,52,5
24/08/2017,10,45,3,34,5,35,3,34,3,51,6
24/08/2017,11,44,4,29,5,35,4,34,3,51,6
24/08/2017,12,44,4,28,5,34,4,33,3,50,6
24/08/2017,13,44,4,28,5,34,4,33,3,49,6
24/08/2017,14,44,4,28,5,34,4,31,4,49,6
24/08/2017,15,44,4,28,5,35,4,30,4,49,5
24/08/2017,16,43,4,25,5,34,4,29,4,48,5
24/08/2017,17,41,4,25,4,34,4,28,4,48,4
24/08/2017,18,40,4,24,4,34,3,25,4,48,4
24/08/2017,19,40,4,24,4,33,3,25,3,46,4
24/08/2017,20,40,4,21,4,33,2,25,3,44,3
24/08/2017,21,40,4,23,3,33,2,26,3,48,3
24/08/2017,22,40,4,24,4,33,2,26,3,48,4
24/08/2017,23,40,4,25,4,33,3,28,3,49,4
24/08/2017,24,40,4,25,4,33,3,28,3,49,4
25/08/2017,1,40,4,28,4,34,3,29,3,49,4
25/08/2017,2,40,3,30,4,34,3,30,3,48,4
25/08/2017,3,40,3,31,3,35,3,31,3,48,4
25/08/2017,4,41,3,31,3,36,3,33,3,48,4
25/08/2017,5,43,3,31,3,38,3,34,3,48,3
25/08/2017,6,44,3,33,3,39,3,35,3,46,3
25/08/2017,7,45,4,34,4,40,3,35,3,45,4
25/08/2017,8,46,5,35,5,41,4,35,3,44,4
25/08/2017,9,48,8,38,6,43,5,36,3,44,5
25/08/2017,10,48,9,39,8,44,6,38,4,45,5
25/08/2017,11,51,9,41,9,45,6,39,4,45,6
25/08/2017,12,51,10,44,10,48,7,39,4,46,7
25/08/2017,13,54,10,46,11,49,7,39,5,46,7
25/08/2017,14,54,11,46,11,50,8,39,5,46,8
25/08/2017,15,57,11,46,10,49,8,40,5,46,8
25/08/2017,16,60,9,49,10,51,8,40,5,46,8
25/08/2017,17,61,8,60,10,52,8,40,6,46,8
25/08/2017,18,65,8,60,10,54,8,41,6,46,7
25/08/2017,19,67,8,60,10,55,8,41,6,45,7
25/08/2017,20,67,9,60,10,55,9,43,6,45,8
25/08/2017,21,68,10,60,10,55,9,43,7,43,9
25/08/2017,22,68,11,58,11,54,10,44,7,43,10
25/08/2017,23,68,13,58,12,54,10,45,8,43,11
25/08/2017,24,68,13,58,12,52,11,48,8,43,11
26/08/2017,1,68,13,60,11,54,11,49,8,41,11
26/08/2017,2,70,13,61,10,55,11,50,9,43,10
26/08/2017,3,73,13,61,9,55,11,51,9,41,10
26/08/2017,4,73,12,63,7,55,11,52,8,41,9
26/08/2017,5,74,11,63,7,55,11,54,7,41,7
26/08/2017,6,74,9,64,7,55,10,54,6,41,6
26/08/2017,7,73,8,64,7,57,9,55,6,40,5
26/08/2017,8,71,9,64,7,58,8,57,6,40,5
26/08/2017,9,71,9,64,7,58,8,55,6,40,5
26/08/2017,10,71,9,63,7,60,8,55,6,39,6
26/08/2017,11,70,9,60,7,61,7,57,6,40,6
26/08/2017,12,73,9,57,8,61,7,58,7,40,7
26/08/2017,13,74,8,55,8,63,6,61,7,41,8
26/08/2017,14,74,8,54,7,61,7,61,7,43,8
26/08/2017,15,73,7,55,7,63,7,61,7,45,7
26/08/2017,16,74,7,54,6,63,6,63,6,46,7
26/08/2017,17,73,6,49,6,63,6,64,5,48,6
26/08/2017,18,71,5,49,5,63,5,65,5,48,5
26/08/2017,19,70,5,48,5,63,5,65,5,49,5
26/08/2017,20,70,5,49,5,63,5,65,5,50,5
26/08/2017,21,68,5,50,5,61,5,65,5,50,5
26/08/2017,22,67,5,50,5,61,5,63,5,48,5
26/08/2017,23,67,5,51,5,60,5,60,5,46,5
26/08/2017,24,67,5,49,6,58,5,57,5,46,5
27/08/2017,1,67,5,46,6,57,6,54,5,46,5
27/08/2017,2,65,6,46,6,55,6,52,5,46,5
27/08/2017,3,63,6,45,5,52,6,51,5,46,5
27/08/2017,4,60,-99,43,-99,50,-99,49,-99,46,-99
27/08/2017,5,58,-99,39,-99,50,-99,48,-99,45,-99
27/08/2017,6,57,-99,39,-99,49,-99,46,-99,45,-99
27/08/2017,7,57,-99,38,-99,50,-99,45,-99,46,-99
27/08/2017,8,57,-99,36,-99,50,-99,45,-99,46,-99
27/08/2017,9,57,-99,38,-99,50,-99,44,-99,45,-99
27/08/2017,10,54,4,38,11,49,5,41,3,44,7
27/08/2017,11,52,5,38,10,48,5,40,3,43,7
27/08/2017,12,51,5,38,10,46,5,39,3,41,6
27/08/2017,13,49,5,36,9,45,5,38,4,39,6
27/08/2017,14,48,5,36,8,44,5,39,4,36,5
27/08/2017,15,46,5,35,6,44,5,39,4,35,5
27/08/2017,16,45,5,35,5,43,5,39,5,33,5
27/08/2017,17,44,5,35,5,41,5,39,4,33,5
27/08/2017,18,44,5,34,5,41,5,39,4,31,5
27/08/2017,19,45,5,35,5,43,5,39,5,30,5
27/08/2017,20,45,5,35,5,43,5,39,5,29,5
27/08/2017,21,46,5,35,5,43,5,40,5,28,5
27/08/2017,22,45,5,35,5,44,5,40,5,28,5
27/08/2017,23,44,5,35,6,44,5,40,5,28,5
27/08/2017,24,44,5,35,6,43,6,40,5,26,5
28/08/2017,1,43,5,35,6,43,5,40,5,26,5
28/08/2017,2,43,4,36,6,41,5,40,5,26,5
28/08/2017,3,41,4,36,5,40,5,40,5,26,5
28/08/2017,4,41,3,38,5,40,4,41,5,25,5
28/08/2017,5,40,3,39,5,39,3,43,4,25,4
28/08/2017,6,40,3,39,5,39,3,44,3,25,4
28/08/2017,7,39,3,40,5,38,3,45,4,25,4
28/08/2017,8,39,3,30,5,38,4,46,4,24,5
28/08/2017,9,38,4,30,5,38,5,33,5,24,6
28/08/2017,10,38,5,28,6,38,5,33,5,23,6
28/08/2017,11,38,5,26,7,36,6,33,5,21,7
28/08/2017,12,38,5,25,8,36,7,31,5,20,7
28/08/2017,13,38,6,24,8,38,8,30,5,21,8
28/08/2017,14,39,6,23,8,36,8,29,6,20,8
28/08/2017,15,39,6,23,7,36,8,28,5,19,8
28/08/2017,16,39,5,21,6,39,7,28,5,20,8
28/08/2017,17,39,5,21,6,39,6,26,5,19,7
28/08/2017,18,39,5,23,6,38,5,25,5,19,7
28/08/2017,19,38,5,21,6,36,5,23,5,18,6
28/08/2017,20,36,5,21,6,38,5,21,5,18,6
28/08/2017,21,35,5,21,6,36,5,20,5,16,7
28/08/2017,22,35,5,20,6,35,5,19,5,21,7
28/08/2017,23,35,6,21,6,35,6,19,6,21,8
28/08/2017,24,36,6,21,6,35,6,19,6,21,8
29/08/2017,1,36,5,20,5,36,5,19,6,23,8
29/08/2017,2,35,5,20,5,36,5,19,7,21,8
29/08/2017,3,35,5,20,5,36,5,19,6,23,8
29/08/2017,4,34,4,20,4,36,5,19,6,23,7
29/08/2017,5,34,4,20,4,38,4,19,5,23,7
29/08/2017,6,34,3,20,4,38,4,19,5,21,7
29/08/2017,7,34,3,20,4,38,3,19,5,21,6
29/08/2017,8,34,4,20,5,38,4,19,5,21,6
29/08/2017,9,34,5,19,5,36,5,19,5,21,6
29/08/2017,10,33,5,19,5,36,6,19,5,21,7
29/08/2017,11,33,5,19,5,36,6,18,6,21,7
29/08/2017,12,31,6,19,5,33,7,18,6,21,7
29/08/2017,13,30,6,19,6,30,7,18,7,21,7
29/08/2017,14,29,6,19,6,30,8,18,8,21,7
29/08/2017,15,28,6,19,6,28,7,18,8,20,7
29/08/2017,16,28,6,19,6,26,6,18,8,18,6
29/08/2017,17,26,6,18,6,26,6,18,7,18,5
29/08/2017,18,26,6,18,6,26,7,18,7,18,5
29/08/2017,19,26,6,19,6,25,8,19,6,19,5
29/08/2017,20,26,7,19,6,25,9,19,6,18,5
29/08/2017,21,26,7,19,6,26,8,19,6,19,6
29/08/2017,22,26,7,19,7,26,8,19,5,19,6
29/08/2017,23,26,7,19,6,26,8,19,5,18,6
29/08/2017,24,26,6,18,6,26,8,19,5,16,6
30/08/2017,1,26,6,18,6,25,8,18,5,15,6
30/08/2017,2,26,5,18,5,26,7,18,5,15,6
30/08/2017,3,26,5,19,5,26,6,18,5,14,5
30/08/2017,4,28,5,18,5,28,6,18,5,14,5
30/08/2017,5,28,4,18,5,28,6,18,4,14,5
30/08/2017,6,28,4,19,5,28,5,19,4,14,4
30/08/2017,7,28,4,19,5,28,5,19,3,14,4
30/08/2017,8,28,4,19,6,28,6,20,4,14,5
30/08/2017,9,29,5,19,7,28,6,20,4,14,5
30/08/2017,10,30,5,20,9,28,7,-99,5,14,5
30/08/2017,11,30,5,20,9,29,8,-99,5,13,5
30/08/2017,12,31,6,20,10,29,9,-99,6,14,6
30/08/2017,13,33,6,19,10,30,9,-99,6,14,7
30/08/2017,14,33,6,20,9,30,9,-99,6,14,7
30/08/2017,15,33,6,20,8,31,9,-99,6,14,7
30/08/2017,16,33,6,21,7,30,8,-99,7,14,7
30/08/2017,17,33,5,21,6,30,8,-99,6,16,7
30/08/2017,18,34,5,21,6,31,8,-99,6,16,7
30/08/2017,19,36,5,21,6,33,9,-99,6,16,6
30/08/2017,20,36,5,21,6,34,9,-99,6,16,6
30/08/2017,21,38,6,21,6,34,9,9,6,16,6
30/08/2017,22,36,6,20,6,34,9,9,6,16,6
30/08/2017,23,36,6,20,7,33,10,9,6,21,6
30/08/2017,24,35,6,20,8,33,11,9,5,20,6
31/08/2017,1,36,6,21,9,34,11,9,6,20,6
31/08/2017,2,36,5,21,10,33,11,9,5,19,7
31/08/2017,3,36,5,23,11,33,10,9,5,19,7
31/08/2017,4,38,5,23,11,34,9,9,5,18,7
31/08/2017,5,39,5,25,10,34,10,10,5,18,7
31/08/2017,6,40,5,26,10,35,9,10,5,19,6
31/08/2017,7,41,5,26,10,36,9,10,5,19,6
31/08/2017,8,44,5,28,10,40,9,10,5,20,7
31/08/2017,9,44,5,28,10,43,10,10,5,21,8
31/08/2017,10,44,6,28,9,44,10,11,5,23,9
31/08/2017,11,45,6,29,8,45,11,11,5,23,9
31/08/2017,12,46,6,30,8,46,12,11,5,24,10
31/08/2017,13,46,6,31,9,48,11,13,5,25,10
31/08/2017,14,46,6,31,9,49,11,11,5,25,10
31/08/2017,15,46,6,33,8,49,11,11,5,24,10
31/08/2017,16,48,6,34,7,49,10,11,5,24,9
31/08/2017,17,48,5,35,6,50,10,11,5,24,8
31/08/2017,18,48,5,35,7,50,9,26,5,26,7
31/08/2017,19,46,5,36,7,50,9,28,5,26,6
31/08/2017,20,46,5,36,7,51,8,29,5,26,6
31/08/2017,21,46,5,36,6,52,8,29,5,28,6
31/08/2017,22,46,6,38,7,52,8,41,5,29,6
31/08/2017,23,46,6,38,7,52,9,39,5,29,6
31/08/2017,24,46,5,38,7,52,9,38,5,29,6
01/09/2017,1,46,5,38,7,51,8,36,6,29,7
01/09/2017,2,46,5,38,7,51,9,35,6,30,7
01/09/2017,3,45,5,38,7,51,9,34,5,30,7
01/09/2017,4,45,5,38,7,50,9,33,5,30,6
01/09/2017,5,44,5,36,7,50,9,33,5,31,6
01/09/2017,6,43,4,38,7,49,9,31,5,30,6
01/09/2017,7,43,4,38,7,48,9,30,5,30,6
01/09/2017,8,41,5,38,7,45,9,30,5,31,7
01/09/2017,9,40,5,38,7,43,9,29,5,30,8
01/09/2017,10,39,5,38,7,43,9,29,7,30,9
01/09/2017,11,39,5,36,8,41,9,28,8,30,9
01/09/2017,12,38,5,36,8,40,10,28,8,30,10
01/09/2017,13,38,5,36,8,40,10,28,9,29,10
01/09/2017,14,36,5,35,8,39,10,26,9,29,11
01/09/2017,15,36,5,35,7,39,9,26,9,29,10
01/09/2017,16,38,5,33,7,39,9,28,8,29,9
01/09/2017,17,36,4,31,6,39,9,28,8,30,9
01/09/2017,18,36,4,30,6,38,9,26,7,28,8
01/09/2017,19,39,4,30,5,36,9,26,6,29,7
01/09/2017,20,40,4,30,5,36,8,28,6,30,7
01/09/2017,21,39,4,29,5,35,7,28,6,30,7
01/09/2017,22,39,4,29,5,35,7,28,6,30,7
01/09/2017,23,40,4,29,5,36,7,28,6,30,7
01/09/2017,24,40,4,29,5,36,7,29,7,30,8
02/09/2017,1,41,4,29,5,36,6,29,7,31,7
02/09/2017,2,41,4,30,5,38,5,30,7,30,7
02/09/2017,3,41,4,30,5,39,5,30,7,31,8
02/09/2017,4,41,-99,30,-99,39,-99,30,-99,31,-99
02/09/2017,5,41,-99,30,-99,40,-99,30,-99,30,-99
02/09/2017,6,40,-99,29,-99,41,-99,30,-99,30,-99
02/09/2017,7,40,-99,26,-99,40,-99,30,-99,29,-99
02/09/2017,8,40,-99,26,-99,39,-99,29,-99,28,-99
02/09/2017,9,41,-99,25,-99,39,-99,29,-99,26,-99
02/09/2017,10,41,4,25,5,40,5,29,3,26,5
02/09/2017,11,41,4,25,5,40,5,28,3,26,5
02/09/2017,12,40,4,25,5,41,5,28,4,25,5
02/09/2017,13,40,4,25,5,40,6,26,4,25,6
02/09/2017,14,40,4,26,5,39,6,25,4,25,6
02/09/2017,15,39,4,26,5,38,5,24,4,25,6
02/09/2017,16,39,4,26,5,38,5,24,4,25,6
02/09/2017,17,38,4,25,5,36,5,23,4,24,6
02/09/2017,18,38,3,25,5,35,5,23,4,25,6
02/09/2017,19,36,3,24,5,35,5,21,4,24,6
02/09/2017,20,38,3,24,5,34,5,20,4,24,6
02/09/2017,21,36,3,25,5,33,5,20,4,24,6
02/09/2017,22,35,3,25,5,34,4,20,4,24,6
02/09/2017,23,35,3,25,4,34,4,21,4,23,6
02/09/2017,24,36,3,26,3,34,4,21,4,23,6
03/09/2017,1,35,3,26,3,33,3,21,4,23,5
03/09/2017,2,35,3,25,3,33,3,21,4,21,5
03/09/2017,3,35,3,24,3,31,3,21,3,21,5
03/09/2017,4,34,3,24,3,30,2,20,3,21,5
03/09/2017,5,33,3,23,3,30,2,20,3,21,5
03/09/2017,6,33,2,21,2,29,2,20,3,21,4
03/09/2017,7,31,2,21,2,29,2,20,2,21,4
03/09/2017,8,31,2,20,2,29,3,19,2,21,4
03/09/2017,9,30,3,20,3,28,3,19,2,21,5
03/09/2017,10,31,3,20,3,28,4,19,3,21,5
03/09/2017,11,30,3,19,3,25,4,19,3,20,5
03/09/2017,12,28,3,19,3,24,5,19,3,20,5
03/09/2017,13,25,3,19,3,24,5,18,3,19,5
03/09/2017,14,25,3,18,4,24,5,18,3,19,5
03/09/2017,15,24,3,18,4,23,5,19,3,18,5
03/09/2017,16,24,3,18,4,23,5,19,3,18,5
03/09/2017,17,24,3,16,5,23,5,19,3,16,5
03/09/2017,18,24,3,18,4,23,5,19,3,16,5
03/09/2017,19,24,3,18,4,24,4,19,3,16,5
03/09/2017,20,24,3,18,4,23,4,19,3,15,5
03/09/2017,21,23,3,18,4,21,4,18,3,15,5
03/09/2017,22,21,3,16,4,21,5,16,3,14,5
03/09/2017,23,21,3,16,4,21,5,15,4,15,5
03/09/2017,24,21,3,15,4,21,5,15,4,15,5
04/09/2017,1,21,3,15,4,21,5,15,4,15,5
04/09/2017,2,21,3,15,4,21,5,15,4,-99,5
04/09/2017,3,21,3,16,3,23,4,15,4,-99,5
04/09/2017,4,23,3,16,3,23,4,15,4,-99,5
04/09/2017,5,23,3,18,2,18,3,15,4,-99,5
04/09/2017,6,21,2,18,3,18,3,15,4,-99,5
04/09/2017,7,21,2,18,3,18,3,16,4,-99,5
04/09/2017,8,21,3,18,4,16,4,16,4,-99,5
04/09/2017,9,21,3,18,5,16,5,16,4,-99,5
04/09/2017,10,21,4,18,5,18,5,16,5,-99,5
04/09/2017,11,23,4,19,5,18,6,16,5,-99,5
