CE-CO,CE-PM10,julian_day,hour
7.7902097902097704,79.86013986013967,3,21
7.790209790209772,81.50349650349631,3,22
7.7692307692307505,81.48251748251728,3,23
7.5244755244755055,79.9930069930068,4,0
7.3146853146852955,77.35664335664318,4,1
6.909090909090892,73.75524475524458,4,2
6.552447552447536,69.54545454545438,4,3
6.398601398601382,65.38461538461523,4,4
6.496503496503481,62.4545454545453,4,5
6.881118881118864,60.776223776223624,4,6
7.65034965034963,60.559440559440404,4,7
8.489510489510469,62.29370629370614,4,8
9.622377622377599,65.73426573426558,4,9
10.797202797202772,71.174825174825,4,10
11.762237762237735,74.59440559440542,4,11
12.573426573426543,77.97202797202777,4,12
13.146853146853115,80.81118881118861,4,13
13.335664335664301,82.86013986013967,4,14
13.237762237762206,84.34965034965015,4,15
13.055944055944025,85.20979020979,4,16
12.776223776223745,85.74825174825153,4,17
12.475524475524445,85.93006993006972,4,18
12.244755244755215,85.74825174825153,4,19
11.99999999999997,85.46853146853125,4,20
11.97062937062934,84.66433566433545,4,21
11.931694568058173,84.02797202797181,4,22
11.966179275270154,83.71328671328651,4,23
12.069421487603275,83.95104895104875,5,0
12.087575051211385,84.72727272727252,5,1
11.174486119940639,85.7202797202795,5,2
11.253231616867952,86.31468531468511,5,3
12.00213322031501,86.48951048951028,5,4
13.34426785335873,86.18881118881097,5,5
15.048866285229884,85.32167832167812,5,6
16.89914529914526,83.62237762237743,5,7
18.769230769230724,80.74125874125855,5,8
20.516083916083865,77.23076923076904,5,9
21.795648795648745,73.5944055944054,5,10
22.2517482517482,69.7762237762236,5,11
21.643356643356594,64.32867132867116,5,12
19.853146853146804,60.97202797202783,5,13
16.923076923076884,59.46153846153831,5,14
14.832167832167794,59.27972027972013,5,15
12.776223776223745,60.20279720279706,5,16
11.090909090909062,62.05594405594391,5,17
9.930069930069905,64.4545454545453,5,18
9.265734265734242,67.02097902097886,5,19
9.286713286713264,69.32167832167815,5,20
9.832167832167807,71.10489510489492,5,21
10.54545454545452,71.81118881118863,5,22
11.335664335664307,70.90209790209772,5,23
12.146853146853116,68.34965034965018,6,0
12.678321678321648,67.89510489510474,6,1
13.027972027971995,67.13986013985996,6,2
13.279720279720246,66.11188811188795,6,3
13.671328671328638,64.7622377622376,6,4
13.993006993006958,63.160839160839004,6,5
14.230769230769194,61.34265734265719,6,6
14.230769230769198,59.230769230769084,6,7
14.097902097902065,56.68531468531455,6,8
13.797202797202765,53.69230769230756,6,9
13.2307692307692,50.69930069930058,6,10
12.342657342657311,47.923076923076806,6,11
11.181818181818155,45.95104895104883,6,12
9.706293706293682,44.99300699300688,6,13
8.272727272727252,44.54545454545443,6,14
7.097902097902081,45.01398601398591,6,15
6.167832167832152,45.99300699300688,6,16
5.363636363636349,47.279720279720166,6,17
4.92307692307691,48.48951048951037,6,18
4.8251748251748126,49.146853146853026,6,19
5.034965034965023,49.17482517482505,6,20
5.50349650349649,48.89510489510477,6,21
5.999999999999986,47.93706293706282,6,22
6.342657342657327,46.44755244755233,6,23
6.580419580419564,44.78321678321667,7,0
6.608391608391592,43.11188811188801,7,1
6.692307692307676,41.52447552447542,7,2
7.055944055944039,40.40559440559431,7,3
7.587412587412569,39.650349650349554,7,4
8.342657342657322,39.153846153846054,7,5
9.314685314685292,38.72027972027963,7,6
10.342657342657319,38.35664335664326,7,7
11.573426573426545,38.34965034965026,7,8
12.692307692307661,38.587412587412494,7,9
13.349650349650318,38.77622377622368,7,10
13.237762237762205,39.132867132867034,7,11
12.384615384615355,39.3986013986013,7,12
10.98601398601396,39.188811188811094,7,13
9.43356643356641,39.16083916083907,7,14
8.069930069930049,38.95804195804186,7,15
6.839160839160822,38.69930069930061,7,16
5.685314685314671,38.307692307692214,7,17
4.937062937062924,37.629370629370534,7,18
4.818181818181806,37.13986013986005,7,19
5.384615384615371,37.13286713286704,7,20
6.188811188811174,37.47552447552438,7,21
6.972027972027956,38.26573426573417,7,22
7.5244755244755055,39.52447552447543,7,23
8.097902097902077,40.84615384615375,8,0
8.545454545454525,41.95104895104885,8,1
8.874125874125852,43.279720279720166,8,2
9.321678321678299,44.09090909090898,8,3
9.727272727272704,44.68531468531457,8,4
10.006993006992982,44.979020979020866,8,5
10.412587412587387,44.87412587412577,8,6
10.979020979020953,44.77622377622367,8,7
11.510489510489482,44.50349650349639,8,8
12.055944055944025,44.50349650349639,8,9
12.216783216783188,44.41258741258731,8,10
11.944055944055915,44.72727272727261,8,11
11.21678321678319,45.51748251748241,8,12
10.181818181818157,46.60839160839149,8,13
9.06293706293704,47.762237762237646,8,14
8.020979020979002,48.74125874125862,8,15
6.986013986013969,49.53846153846142,8,16
6.195804195804179,50.31468531468519,8,17
5.643356643356629,50.99999999999987,8,18
5.475524475524461,51.153846153846025,8,19
5.734265734265719,50.531468531468406,8,20
6.356643356643341,49.63636363636351,8,21
6.930069930069912,48.727272727272606,8,22
7.412587412587394,47.999999999999886,8,23
7.748251748251729,47.30769230769219,9,0
8.111888111888092,46.79720279720268,9,1
8.587412587412567,46.265734265734146,9,2
9.230769230769209,45.97202797202786,9,3
9.853146853146828,46.06993006992995,9,4
10.664335664335638,46.60839160839149,9,5
11.475524475524447,47.59440559440547,9,6
12.419580419580388,48.95104895104883,9,7
13.489510489510456,50.69930069930057,9,8
14.38461538461535,52.79720279720267,9,9
14.909090909090873,54.87412587412574,9,10
14.818181818181781,56.18881118881106,9,11
14.216783216783183,57.07692307692294,9,12
13.16083916083913,57.72027972027958,9,13
11.825174825174795,57.8391608391607,9,14
10.33566433566431,57.6433566433565,9,15
8.741258741258719,57.21678321678307,9,16
7.2587412587412405,56.67132867132854,9,17
6.104895104895089,56.31468531468518,9,18
5.328671328671315,56.57342657342644,9,19
5.041958041958029,57.02797202797189,9,20
5.083916083916071,57.41258741258727,9,21
5.342657342657329,56.97202797202783,9,22
5.6013986013985875,56.28671328671315,9,23
5.937062937062922,55.860139860139725,10,0
6.398601398601382,55.34965034965022,10,1
6.776223776223759,54.82517482517469,10,2
7.167832167832151,54.29370629370616,10,3
7.657342657342637,53.48251748251735,10,4
8.16083916083914,52.54545454545442,10,5
8.76223776223774,51.573426573426445,10,6
9.391608391608369,50.30069930069917,10,7
9.993006993006968,48.70629370629358,10,8
10.601398601398577,46.83216783216771,10,9
10.944055944055918,44.860139860139746,10,10
10.853146853146827,43.07692307692297,10,11
10.573426573426548,41.5034965034964,10,12
10.055944055944032,39.993006993006894,10,13
9.265734265734244,38.629370629370534,10,14
8.335664335664315,37.405594405594314,10,15
7.4895104895104705,36.19580419580411,10,16
6.783216783216766,35.16783216783208,10,17
6.412587412587396,34.30769230769222,10,18
6.328671328671312,33.54545454545446,10,19
6.734265734265717,33.258741258741175,10,20
7.332167832167814,33.195804195804115,10,21
7.809776082503337,33.580419580419495,10,22
8.163302606484406,33.82517482517474,10,23
8.454727091090707,33.958041958041875,11,0
8.51938087165358,33.99300699300691,11,1
7.160960251869326,33.91608391608383,11,2
6.938905791178501,33.699300699300615,11,3
7.90916154552516,33.762237762237675,11,4
9.680119123300916,33.94405594405586,11,5
12.055974328701572,34.482517482517395,11,6
14.70106282606279,35.30769230769222,11,7
17.69230769230765,36.42657342657334,11,8
20.3240509490509,37.35664335664326,11,9
22.18370518370513,38.23076923076914,11,10
22.836538461538407,39.27972027972018,11,11
21.82217782217777,40.52447552447543,11,12
19.210955710955666,41.90909090909081,11,13
15.076923076923041,43.31468531468521,11,14
12.188811188811158,44.63636363636353,11,15
9.531468531468507,46.118881118881006,11,16
7.188811188811169,47.39160839160827,11,17
5.587412587412572,48.55944055944044,11,18
4.804195804195791,49.18881118881107,11,19
5.118881118881105,49.41258741258729,11,20
6.279720279720262,49.118881118881,11,21
7.8741258741258555,48.53146853146841,11,22
9.57342657342655,48.454545454545325,11,23
11.083916083916057,48.88111888111876,12,0
12.342657342657313,49.54545454545442,12,1
13.363636363636331,50.552447552447425,12,2
14.132867132867098,52.11888111888099,12,3
14.853146853146814,54.034965034964905,12,4
15.727272727272688,56.07692307692294,12,5
16.7412587412587,58.45454545454531,12,6
17.741258741258697,60.92307692307677,12,7
18.909090909090864,63.53146853146838,12,8
20.286713286713237,66.02097902097887,12,9
21.405594405594357,68.45454545454528,12,10
21.8531468531468,70.48951048951031,12,11
21.78321678321673,71.86713286713268,12,12
20.965034965034917,72.188811188811,12,13
19.608391608391564,72.31468531468514,12,14
17.96503496503492,72.46153846153828,12,15
16.314685314685274,72.6783216783215,12,16
14.874125874125838,72.93706293706276,12,17
13.55244755244752,73.72727272727255,12,18
12.58041958041955,74.7832167832166,12,19
12.034965034965005,76.31468531468514,12,20
11.762237762237731,78.04195804195786,12,21
11.335664335664307,79.9930069930068,12,22
10.916083916083888,81.202797202797,12,23
10.664335664335638,82.0909090909089,13,0
10.188811188811163,83.83216783216763,13,1
9.48251748251746,84.9020979020977,13,2
8.846153846153825,84.7202797202795,13,3
8.335664335664315,83.72727272727252,13,4
8.006993006992987,81.54545454545435,13,5
7.748251748251729,78.188811188811,13,6
7.678321678321659,73.80419580419563,13,7
7.5944055944055755,68.97902097902082,13,8
7.587412587412569,63.94405594405579,13,9
7.811188811188792,59.048951048950904,13,10
8.111888111888092,54.68531468531455,13,11
8.335664335664315,51.454545454545325,13,12
8.314685314685294,49.769230769230646,13,13
8.111888111888092,47.23076923076911,13,14
8.174825174825154,44.64335664335653,13,15
8.307692307692287,42.33566433566423,13,16
8.6223776223776,40.195804195804094,13,17
8.986013986013964,37.97902097902089,13,18
9.496503496503474,36.05594405594397,13,19
10.08391608391606,34.3846153846153,13,20
10.769230769230742,33.216783216783135,13,21
11.650349650349622,32.377622377622295,13,22
12.335664335664305,31.615384615384542,13,23
12.832167832167801,30.75524475524468,14,0
12.993006993006961,29.685314685314612,14,1
13.069930069930038,28.342657342657276,14,2
13.251748251748218,27.097902097902036,14,3
13.419580419580386,25.909090909090843,14,4
13.545454545454511,25.118881118881056,14,5
13.615384615384583,24.48951048951043,14,6
13.706293706293673,24.244755244755183,14,7
13.678321678321645,24.286713286713226,14,8
13.559440559440526,24.74825174825169,14,9
13.405594405594373,25.426573426573363,14,10
12.748251748251718,25.923076923076856,14,11
11.762237762237735,26.146853146853083,14,12
10.54545454545452,26.006993006992943,14,13
9.286713286713264,25.81118881118875,14,14
8.097902097902079,25.496503496503436,14,15
6.999999999999982,25.013986013985953,14,16
6.216783216783201,24.713286713286653,14,17
6.006993006992991,24.097902097902036,14,18
6.356643356643341,23.54545454545449,14,19
7.286713286713269,23.097902097902043,14,20
8.776223776223754,22.951048951048893,14,21
10.594405594405568,22.68531468531463,14,22
12.531468531468501,22.433566433566376,14,23
14.657342657342621,22.209790209790157,15,0
16.475524475524434,22.16783216783211,15,1
18.538461538461494,22.216783216783163,15,2
21.160839160839107,22.468531468531413,15,3
23.937062937062876,23.06993006993001,15,4
26.82517482517476,24.216783216783156,15,5
29.671328671328595,25.43356643356637,15,6
32.132867132867055,27.041958041957976,15,7
34.09090909090901,28.748251748251676,15,8
35.419580419580335,30.33566433566426,15,9
35.55244755244747,31.48251748251741,15,10
33.832167832167755,32.573426573426495,15,11
30.342657342657272,33.314685314685235,15,12
25.454545454545393,33.594405594405515,15,13
20.55944055944051,33.46853146853139,15,14
16.076923076923038,33.40559440559432,15,15
12.090909090909058,33.195804195804115,15,16
8.96503496503494,33.42657342657334,15,17
7.0349650349650155,33.87412587412579,15,18
6.272727272727256,34.46853146853138,15,19
6.825174825174807,35.062937062936975,15,20
8.293706293706274,35.741258741258655,15,21
9.860139860139837,36.587412587412494,15,22
10.91608391608389,37.45454545454536,15,23
11.748251748251718,38.104895104895014,16,0
12.321678321678291,38.531468531468434,16,1
12.846153846153815,38.8951048951048,16,2
13.146853146853115,39.06293706293697,16,3
13.447552447552415,38.83916083916074,16,4
13.80419580419577,38.76223776223767,16,5
14.349650349650314,38.51048951048942,16,6
15.139860139860101,38.44055944055935,16,7
16.09090909090905,38.63636363636354,16,8
17.055944055944014,39.18181818181808,16,9
17.748251748251707,39.930069930069834,16,10
18.139860139860097,40.811188811188714,16,11
17.92307692307688,41.67832167832157,16,12
16.97202797202793,42.53846153846143,16,13
15.685314685314648,43.23076923076913,16,14
14.391608391608354,43.72027972027961,16,15
14.118881118881083,44.39160839160829,16,16
15.104895104895064,45.21678321678311,16,17
17.45454545454541,46.10489510489499,16,18
20.986013986013933,47.31468531468519,16,19
27.70629370629364,48.65734265734254,16,20
33.34965034965027,49.94405594405582,16,21
37.56763438581611,51.06293706293694,16,22
40.219802924348286,51.67132867132854,16,23
40.95658886567968,51.888111888111766,17,0
40.16876810058619,51.95804195804183,17,1
39.388308661035836,51.94405594405582,17,2
37.85297278479087,52.44755244755231,17,3
36.0662569753478,54.055944055943925,17,4
34.16802137256674,56.08391608391595,17,5
32.67574849393023,58.2447552447551,17,6
32.08594183594175,60.62237762237747,17,7
33.2867132867132,62.95104895104879,17,8
32.412837162837086,65.47552447552431,17,9
30.56920856920849,67.84615384615368,17,10
28.14510489510483,70.16083916083899,17,11
25.49950049950044,72.22377622377604,17,12
22.99417249417244,74.06293706293688,17,13
21.279720279720227,75.59440559440542,17,14
18.699300699300654,76.8811188811187,17,15
15.944055944055904,78.11888111888092,17,16
13.139860139860104,78.4895104895103,17,17
10.79720279720277,78.13986013985995,17,18
9.15384615384613,77.4895104895103,17,19
8.559440559440537,76.60139860139842,17,20
8.909090909090885,75.6853146853145,17,21
9.370629370629347,74.91608391608374,17,22
10.328671328671303,74.49650349650331,17,23
11.370629370629342,73.79720279720262,18,0
12.44055944055941,72.70629370629352,18,1
13.594405594405561,71.07692307692291,18,2
14.678321678321641,69.08391608391592,18,3
15.664335664335624,66.7622377622376,18,4
16.587412587412548,64.06993006992991,18,5
17.790209790209747,61.19580419580405,18,6
19.16783216783212,58.9440559440558,18,7
20.811188811188764,57.60139860139846,18,8
22.531468531468477,56.4405594405593,18,9
23.56643356643351,55.65034965034951,18,10
23.839160839160783,55.16083916083903,18,11
22.993006993006937,54.52447552447539,18,12
21.433566433566384,53.776223776223645,18,13
19.1468531468531,53.034965034964905,18,14
16.405594405594364,52.902097902097765,18,15
13.573426573426538,53.18881118881106,18,16
11.104895104895077,54.216783216783085,18,17
9.31468531468529,55.818181818181685,18,18
8.04195804195802,58.32867132867118,18,19
7.51048951048949,61.14685314685299,18,20
7.440559440559422,63.52447552447536,18,21
7.265734265734247,65.22377622377607,18,22
7.174825174825157,66.71328671328655,18,23
6.853146853146837,67.49650349650332,19,0
6.433566433566417,67.88811188811172,19,1
5.853146853146838,68.3706293706292,19,2
5.405594405594392,69.30069930069914,19,3
5.447552447552433,70.37062937062919,19,4
5.923076923076908,71.68531468531451,19,5
6.8391608391608205,73.181818181818,19,6
8.097902097902079,74.32167832167815,19,7
9.66433566433564,75.34965034965016,19,8
11.335664335664308,76.40559440559421,19,9
12.818181818181788,76.99999999999982,19,10
13.986013986013951,77.91608391608372,19,11
14.573426573426538,78.51048951048932,19,12
14.496503496503461,79.47552447552428,19,13
14.237762237762203,80.81118881118861,19,14
13.895104895104861,82.06993006992987,19,15
13.517482517482485,83.18881118881097,19,16
13.244755244755211,84.1048951048949,19,17
13.139860139860108,85.06293706293685,19,18
13.279720279720244,85.94405594405573,19,19
13.664335664335631,87.1048951048949,19,20
14.370629370629334,88.22377622377601,19,21
14.783216783216748,89.20979020979,19,22
14.853146853146814,90.230769230769,19,23
14.440559440559404,91.223776223776,20,0
13.71328671328668,92.44755244755221,20,1
13.006993006992975,93.5314685314683,20,2
12.412587412587381,94.47552447552425,20,3
11.993006993006963,95.1398601398599,20,4
11.965034965034935,95.48951048951025,20,5
12.377622377622348,95.8391608391606,20,6
13.265734265734233,96.22377622377599,20,7
14.510489510489474,96.4475524475522,20,8
15.839160839160801,96.237762237762,20,9
16.72027972027968,96.10489510489487,20,10
17.328671328671287,95.97902097902073,20,11
17.31468531468527,96.26573426573404,20,12
16.678321678321637,96.74125874125849,20,13
15.741258741258704,97.50349650349628,20,14
14.979020979020941,98.57342657342633,20,15
14.251748251748216,99.6503496503494,20,16
13.678321678321645,100.4615384615382,20,17
13.391608391608358,100.77622377622353,20,18
13.370629370629336,100.39160839160814,20,19
13.503496503496471,99.50349650349625,20,20
13.895104895104861,98.1398601398599,20,21
14.251748251748218,96.67832167832142,20,22
14.370629370629334,95.58741258741235,20,23
13.727272727272695,94.9370629370627,21,0
12.951048951048918,94.51748251748229,21,1
12.258741258741228,94.00699300699279,21,2
12.16083916083913,93.58741258741236,21,3
12.699300699300666,93.25874125874103,21,4
13.951048951048914,92.67132867132844,21,5
15.748251748251711,91.86013986013964,21,6
17.923076923076877,90.56643356643333,21,7
20.461538461538414,88.83216783216761,21,8
23.195804195804136,86.89510489510468,21,9
25.419580419580356,84.6993006993005,21,10
26.545454545454483,82.64335664335644,21,11
26.055944055943996,80.43356643356624,21,12
24.391608391608333,78.2867132867131,21,13
21.727272727272677,75.91608391608372,21,14
18.75524475524471,73.30769230769212,21,15
16.041958041958004,71.01398601398584,21,16
13.818181818181781,69.20979020979004,21,17
12.363636363636333,68.23076923076907,21,18
11.9300699300699,68.160839160839,21,19
12.601398601398568,68.62937062937046,21,20
14.279720279720244,69.58741258741242,21,21
16.349650349650307,70.80419580419563,21,22
18.15384615384611,71.86713286713268,21,23
19.391608391608344,72.76223776223759,22,0
19.699300699300654,73.55244755244738,22,1
19.013986013985967,73.79720279720262,22,2
17.468531468531427,73.33566433566415,22,3
15.468531468531431,72.44755244755227,22,4
13.293706293706261,71.40559440559423,22,5
11.391608391608363,70.37062937062919,22,6
9.902097902097877,69.76223776223759,22,7
8.888111888111865,69.32867132867116,22,8
8.489510489510467,69.174825174825,22,9
8.587412587412565,69.25174825174808,22,10
8.958041958041935,69.2657342657341,22,11
9.440559440559417,69.38461538461522,22,12
9.741258741258719,69.54545454545438,22,13
9.909090909090885,69.76223776223759,22,14
9.839160839160815,70.32867132867115,22,15
9.671328671328649,70.63636363636346,22,16
9.545454545454522,71.02797202797186,22,17
9.538461538461515,71.0769230769229,22,18
9.57342657342655,70.96503496503479,22,19
9.671328671328649,70.90209790209772,22,20
9.792307692307668,70.55944055944039,22,21
9.929999293635634,69.85314685314668,22,22
9.925254291163357,68.7762237762236,22,23
9.8604486422668,67.62937062937047,23,0
9.890261001624614,66.4545454545453,23,1
9.538667393212824,65.67832167832151,23,2
9.435038446402059,65.49650349650334,23,3
9.74021332203148,65.67832167832152,23,4
10.384261950171014,66.5664335664334,23,5
11.143408107044444,68.03496503496487,23,6
11.961707736707707,69.9790209790208,23,7
12.860139860139832,72.44755244755227,23,8
13.660064935064902,74.46153846153828,23,9
14.332112332112297,76.30069930069911,23,10
14.628496503496468,77.75524475524456,23,11
14.479520479520446,77.72027972027954,23,12
13.656177156177122,78.25874125874105,23,13
12.335664335664305,79.54545454545435,23,14
11.321678321678293,81.65034965034945,23,15
10.454545454545428,84.19580419580399,23,16
9.727272727272704,87.25874125874105,23,17
9.118881118881095,90.86713286713264,23,18
8.748251748251725,94.27972027972004,23,19
8.874125874125852,97.30769230769207,23,20
9.482517482517459,99.41258741258716,23,21
10.454545454545428,100.8391608391606,23,22
11.412587412587385,101.27972027972004,23,23
12.426573426573395,100.41258741258716,24,0
13.230769230769198,100.52447552447526,24,1
14.111888111888078,100.86713286713261,24,2
14.881118881118844,101.62937062937038,24,3
15.51748251748248,102.26573426573401,24,4
15.999999999999961,103.01398601398577,24,5
16.46153846153842,103.6503496503494,24,6
16.818181818181777,104.09090909090884,24,7
17.18181818181814,104.48251748251722,24,8
17.461538461538417,104.83216783216758,24,9
17.503496503496464,105.16083916083892,24,10
17.244755244755204,105.50349650349625,24,11
16.88111888111884,105.74125874125849,24,12
16.083916083916044,105.83216783216757,24,13
15.027972027971991,105.97902097902072,24,14
13.811188811188778,106.01398601398576,24,15
12.594405594405561,106.01398601398576,24,16
11.692307692307663,105.9650349650347,24,17
11.174825174825147,105.8531468531466,24,18
11.160839160839133,105.83216783216758,24,19
11.433566433566405,105.82517482517457,24,20
12.006993006992976,105.90909090909065,24,21
12.804195804195771,105.93006993006968,24,22
13.440559440559408,105.97902097902072,24,23
13.853146853146821,105.99300699300673,25,0
13.64335664335661,105.84615384615358,25,1
13.18181818181815,105.58041958041932,25,2
12.594405594405563,105.06993006992982,25,3
12.083916083916055,104.58741258741233,25,4
11.916083916083887,104.02097902097876,25,5
12.111888111888081,103.64335664335638,25,6
12.999999999999968,103.25174825174801,25,7
14.328671328671291,102.9650349650347,25,8
15.999999999999961,102.9650349650347,25,9
17.839160839160797,103.09790209790185,25,10
19.19580419580415,103.36363636363612,25,11
19.999999999999954,103.67132867132841,25,12
19.97902097902093,104.0559440559438,25,13
19.300699300699254,104.53846153846128,25,14
18.006993006992964,105.06293706293681,25,15
16.398601398601357,105.6503496503494,25,16
14.727272727272691,106.09090909090884,25,17
13.027972027971995,106.51048951048926,25,18
11.825174825174795,106.63636363636337,25,19
11.16783216783214,106.67132867132841,25,20
10.860139860139833,106.60139860139836,25,21
11.013986013985987,106.48951048951022,25,22
11.23776223776221,106.30769230769205,25,23
11.279720279720252,106.19580419580394,26,0
11.181818181818153,106.30769230769205,26,1
10.881118881118855,106.48951048951022,26,2
10.545454545454518,106.60139860139836,26,3
10.328671328671303,106.82517482517457,26,4
10.216783216783192,106.79020979020953,26,5
10.19580419580417,106.53846153846129,26,6
10.49650349650347,106.0489510489508,26,7
10.965034965034938,105.46853146853121,26,8
11.370629370629343,104.49650349650324,26,9
11.804195804195775,103.42657342657317,26,10
11.895104895104865,102.258741258741,26,11
11.440559440559413,101.02097902097877,26,12
10.727272727272702,99.62937062937038,26,13
9.73426573426571,97.81118881118857,26,14
8.685314685314664,95.48951048951025,26,15
7.6643356643356455,92.9370629370627,26,16
6.832167832167814,90.27272727272705,26,17
6.258741258741242,87.16783216783196,26,18
5.9370629370629215,84.04195804195783,26,19
5.923076923076908,81.0069930069928,26,20
6.244755244755229,77.71328671328652,26,21
6.685314685314669,74.91608391608372,26,22
6.937062937062921,72.12587412587395,26,23
6.986013986013969,69.34265734265718,27,0
6.958041958041941,66.75524475524459,27,1
7.181818181818164,64.11188811188795,27,2
7.713286713286694,61.60839160839146,27,3
8.517482517482495,59.56643356643342,27,4
9.496503496503474,57.972027972027824,27,5
10.489510489510463,56.60139860139846,27,6
11.412587412587385,55.67832167832154,27,7
12.503496503496473,55.0279720279719,27,8
13.615384615384583,54.29370629370616,27,9
14.076923076923043,53.59440559440546,27,10
13.657342657342625,52.44055944055931,27,11
12.552447552447521,51.377622377622245,27,12
11.062937062937037,50.909090909090786,27,13
9.608391608391585,50.930069930069806,27,14
8.16083916083914,51.39860139860127,27,15
6.923076923076906,52.44055944055931,27,16
5.839160839160824,53.398601398601265,27,17
5.083916083916071,54.56643356643343,27,18
4.7552447552447425,55.48951048951036,27,19
4.951048951048938,56.5314685314684,27,20
5.5104895104894975,57.52447552447538,27,21
5.832167832167817,57.99300699300685,27,22
5.916083916083902,57.916083916083764,27,23
5.916083916083902,57.77622377622363,28,0
5.832167832167817,58.13286713286699,28,1
5.664335664335651,58.97902097902083,28,2
5.412587412587399,59.81818181818167,28,3
5.167832167832155,60.8461538461537,28,4
4.944055944055932,61.58741258741244,28,5
4.818181818181806,62.42657342657327,28,6
4.853146853146841,63.58041958041942,28,7
5.174825174825162,65.18881118881103,28,8
5.66433566433565,67.06993006992991,28,9
6.188811188811174,68.95804195804179,28,10
6.832167832167816,70.7762237762236,28,11
7.510489510489492,72.41258741258723,28,12
8.356643356643335,74.181818181818,28,13
9.244755244755222,75.66433566433548,28,14
10.111888111888087,77.46153846153827,28,15
11.174825174825147,79.9999999999998,28,16
12.622377622377591,83.11188811188791,28,17
14.10489510489507,86.84615384615363,28,18
15.60839160839157,91.03496503496481,28,19
17.608391608391564,95.06293706293684,28,20
18.969930069930022,98.97202797202773,28,21
19.802288620470392,102.67832167832142,28,22
20.144278448823854,105.69930069930045,28,23
20.05209336118422,107.69230769230742,29,0
19.737688069506206,108.75524475524449,29,1
19.957805830533054,108.90209790209764,29,2
19.41174734356548,108.9650349650347,29,3
18.610002119092982,108.99999999999973,29,4
17.60152120606662,109.1678321678319,29,5
16.561129779311557,109.48951048951022,29,6
15.726590076590037,109.6783216783214,29,7
15.272727272727234,109.83216783216757,29,8
14.537112887112851,109.97202797202772,29,9
14.101565101565066,110.28671328671302,29,10
14.085664335664301,110.73426573426545,29,11
14.610389610389573,111.34965034965008,29,12
15.700466200466161,111.90909090909064,29,13
17.622377622377577,112.41958041958014,29,14
18.650349650349604,112.88811188811161,29,15
19.846153846153797,113.1818181818179,29,16
21.076923076923023,113.42657342657314,29,17
22.68531468531463,113.5804195804193,29,18
24.293706293706236,113.74125874125846,29,19
25.846153846153783,113.93006993006965,29,20
27.391608391608326,114.09090909090881,29,21
28.762237762237696,114.39860139860112,29,22
30.034965034964962,114.86013986013958,29,23
30.839160839160765,115.40559440559412,30,0
